h	k	l	q	I(q)
1.0	-1.0	0.0	2.15000	6.103795e-07
-1.0	-1.0	0.0	2.15000	6.079769e-07
1.0	1.0	0.0	2.15000	6.079769e-07
-1.0	1.0	0.0	2.15000	6.103795e-07
-1.0	0.0	1.0	2.19083	1.582674e-09
1.0	0.0	1.0	2.19083	1.573519e-09
1.0	0.0	-1.0	2.19083	1.582674e-09
-1.0	0.0	-1.0	2.19083	1.573519e-09
0.0	2.0	0.0	2.26666	2.750010e-07
0.0	-2.0	0.0	2.26666	2.750010e-07
0.0	0.0	2.0	2.41800	5.500536e-07
0.0	0.0	-2.0	2.41800	5.500536e-07
1.0	1.0	1.0	2.46662	4.350068e-07
-1.0	-1.0	1.0	2.46662	5.742487e-07
1.0	1.0	-1.0	2.46662	5.742487e-07
-1.0	1.0	-1.0	2.46662	5.714855e-07
1.0	-1.0	-1.0	2.46662	4.372858e-07
1.0	-1.0	1.0	2.46662	5.714855e-07
-1.0	1.0	1.0	2.46662	4.372858e-07
-1.0	-1.0	-1.0	2.46662	4.350068e-07
0.0	-2.0	1.0	2.56894	2.421907e-08
0.0	2.0	-1.0	2.56894	2.421907e-08
0.0	-2.0	-1.0	2.56894	5.907698e-08
0.0	2.0	1.0	2.56894	5.907698e-08
0.0	1.0	-2.0	2.67043	8.289930e-09
0.0	-1.0	2.0	2.67043	8.289930e-09
0.0	-1.0	-2.0	2.67043	4.336473e-09
0.0	1.0	2.0	2.67043	4.336473e-09
-1.0	-2.0	0.0	2.91133	1.090601e-08
-1.0	2.0	0.0	2.91133	8.127810e-09
1.0	-2.0	0.0	2.91133	8.127810e-09
1.0	2.0	0.0	2.91133	1.090601e-08
1.0	0.0	-2.0	3.03065	5.194527e-09
-1.0	0.0	2.0	3.03065	5.194527e-09
-1.0	0.0	-2.0	3.03065	5.795738e-09
1.0	0.0	2.0	3.03065	5.795738e-09
1.0	2.0	-1.0	3.15238	1.348302e-08
-1.0	2.0	1.0	3.15238	2.151213e-08
1.0	2.0	1.0	3.15238	2.726177e-08
1.0	-2.0	1.0	3.15238	9.881711e-09
1.0	-2.0	-1.0	3.15238	2.151213e-08
-1.0	-2.0	-1.0	3.15238	2.726177e-08
-1.0	-2.0	1.0	3.15238	1.348302e-08
-1.0	2.0	-1.0	3.15238	9.881711e-09
-1.0	-1.0	-2.0	3.23562	1.086668e-05
-1.0	1.0	-2.0	3.23562	1.056471e-05
1.0	-1.0	2.0	3.23562	1.056471e-05
1.0	-1.0	-2.0	3.23562	1.086721e-05
-1.0	1.0	2.0	3.23562	1.086721e-05
1.0	1.0	2.0	3.23562	1.086668e-05
-1.0	-1.0	2.0	3.23562	1.056098e-05
1.0	1.0	-2.0	3.23562	1.056098e-05
0.0	2.0	-2.0	3.31429	1.433354e-05
0.0	2.0	2.0	3.31429	1.382152e-05
0.0	-2.0	2.0	3.31429	1.433354e-05
0.0	-2.0	-2.0	3.31429	1.382152e-05
0.0	-3.0	0.0	3.39999	7.615917e-08
0.0	3.0	0.0	3.39999	7.615917e-08
0.0	3.0	1.0	3.60855	5.180191e-08
0.0	3.0	-1.0	3.60855	1.522896e-07
0.0	-3.0	1.0	3.60855	1.522896e-07
0.0	-3.0	-1.0	3.60855	5.180191e-08
0.0	0.0	3.0	3.62701	5.747815e-08
0.0	0.0	-3.0	3.62701	5.747815e-08
2.0	0.0	0.0	3.65408	7.213344e-04
-2.0	0.0	0.0	3.65408	7.213344e-04
-1.0	-2.0	-2.0	3.78452	7.024647e-08
-1.0	2.0	2.0	3.78452	5.155915e-08
-1.0	2.0	-2.0	3.78452	5.305957e-08
1.0	-2.0	2.0	3.78452	5.305957e-08
1.0	2.0	-2.0	3.78452	6.332424e-08
1.0	-2.0	-2.0	3.78452	5.155915e-08
1.0	2.0	2.0	3.78452	7.024647e-08
-1.0	-2.0	2.0	3.78452	6.332424e-08
0.0	1.0	3.0	3.79995	1.587515e-07
0.0	-1.0	-3.0	3.79995	1.587515e-07
0.0	-1.0	3.0	3.79995	2.299962e-07
0.0	1.0	-3.0	3.79995	2.299962e-07
2.0	1.0	0.0	3.82580	2.788937e-09
-2.0	-1.0	0.0	3.82580	2.788937e-09
-2.0	0.0	1.0	3.84889	2.860264e-09
-2.0	0.0	-1.0	3.84889	9.645754e-09
2.0	0.0	-1.0	3.84889	2.860264e-09
2.0	0.0	1.0	3.84889	9.645754e-09
1.0	3.0	0.0	3.85979	7.949713e-04
-1.0	3.0	0.0	3.85979	7.955046e-04
1.0	-3.0	0.0	3.85979	7.955046e-04
-1.0	-3.0	0.0	3.85979	7.949713e-04
-2.0	1.0	1.0	4.01228	1.137651e-08
2.0	1.0	-1.0	4.01228	4.922761e-09
2.0	-1.0	1.0	4.01228	5.894524e-09
-2.0	-1.0	1.0	4.01228	4.922761e-09
2.0	-1.0	-1.0	4.01228	1.137651e-08
-2.0	1.0	-1.0	4.01228	5.894524e-09
2.0	1.0	1.0	4.01228	2.548519e-08
-2.0	-1.0	-1.0	4.01228	2.548519e-08
-1.0	3.0	-1.0	4.04471	3.961599e-07
1.0	-3.0	1.0	4.04471	3.961599e-07
-1.0	-3.0	1.0	4.04471	4.367755e-07
-1.0	3.0	1.0	4.04471	3.503487e-07
1.0	3.0	1.0	4.04471	4.019768e-07
-1.0	-3.0	-1.0	4.04471	4.019768e-07
1.0	3.0	-1.0	4.04471	4.367755e-07
1.0	-3.0	-1.0	4.04471	3.503487e-07
-1.0	0.0	3.0	4.06119	9.673306e-09
-1.0	0.0	-3.0	4.06119	3.283261e-09
1.0	0.0	3.0	4.06119	3.283261e-09
1.0	0.0	-3.0	4.06119	9.673306e-09
0.0	-3.0	2.0	4.17213	2.801526e-07
0.0	3.0	-2.0	4.17213	2.801526e-07
0.0	-3.0	-2.0	4.17213	1.035595e-07
0.0	3.0	2.0	4.17213	1.035595e-07
1.0	1.0	3.0	4.21636	9.149741e-04
1.0	-1.0	-3.0	4.21636	9.144927e-04
-1.0	-1.0	-3.0	4.21636	9.149741e-04
1.0	-1.0	3.0	4.21636	9.261323e-04
1.0	1.0	-3.0	4.21636	9.261581e-04
-1.0	1.0	-3.0	4.21636	9.261323e-04
-1.0	-1.0	3.0	4.21636	9.261581e-04
-1.0	1.0	3.0	4.21636	9.144927e-04
0.0	2.0	3.0	4.27702	9.471031e-04
0.0	2.0	-3.0	4.27702	9.331932e-04
0.0	-2.0	3.0	4.27702	9.331932e-04
0.0	-2.0	-3.0	4.27702	9.471031e-04
-2.0	-2.0	0.0	4.30000	2.909337e-04
2.0	-2.0	0.0	4.30000	2.900630e-04
2.0	2.0	0.0	4.30000	2.909337e-04
-2.0	2.0	0.0	4.30000	2.900630e-04
-2.0	0.0	2.0	4.38167	1.310218e-03
2.0	0.0	-2.0	4.38167	1.310218e-03
-2.0	0.0	-2.0	4.38167	1.310805e-03
2.0	0.0	2.0	4.38167	1.310805e-03
2.0	2.0	1.0	4.46673	1.012830e-03
-2.0	2.0	1.0	4.46673	1.014447e-03
-2.0	2.0	-1.0	4.46673	1.011538e-03
2.0	-2.0	-1.0	4.46673	1.014447e-03
2.0	2.0	-1.0	4.46673	1.012979e-03
2.0	-2.0	1.0	4.46673	1.011538e-03
-2.0	-2.0	-1.0	4.46673	1.012830e-03
-2.0	-2.0	1.0	4.46673	1.012979e-03
-2.0	-1.0	-2.0	4.52587	4.389428e-08
-2.0	1.0	-2.0	4.52587	1.595097e-08
2.0	1.0	2.0	4.52587	4.389428e-08
-2.0	-1.0	2.0	4.52587	5.399440e-09
-2.0	1.0	2.0	4.52587	1.910392e-08
2.0	1.0	-2.0	4.52587	5.399440e-09
2.0	-1.0	2.0	4.52587	1.595097e-08
2.0	-1.0	-2.0	4.52587	1.910392e-08
0.0	-4.0	0.0	4.53332	2.739336e-04
0.0	4.0	0.0	4.53332	2.739336e-04
-1.0	-3.0	-2.0	4.55464	1.207654e-03
-1.0	3.0	-2.0	4.55464	1.207224e-03
1.0	-3.0	-2.0	4.55464	1.208204e-03
1.0	3.0	-2.0	4.55464	1.206135e-03
1.0	-3.0	2.0	4.55464	1.207224e-03
-1.0	-3.0	2.0	4.55464	1.206135e-03
1.0	3.0	2.0	4.55464	1.207654e-03
-1.0	3.0	2.0	4.55464	1.208204e-03
1.0	-2.0	-3.0	4.65091	4.546213e-08
1.0	2.0	-3.0	4.65091	3.949803e-08
-1.0	-2.0	-3.0	4.65091	5.185512e-08
1.0	-2.0	3.0	4.65091	2.577286e-08
-1.0	-2.0	3.0	4.65091	3.949803e-08
-1.0	2.0	3.0	4.65091	4.546213e-08
1.0	2.0	3.0	4.65091	5.185512e-08
-1.0	2.0	-3.0	4.65091	2.577286e-08
0.0	4.0	1.0	4.69177	9.084387e-04
0.0	-4.0	-1.0	4.69177	9.084387e-04
0.0	4.0	-1.0	4.69177	9.144007e-04
0.0	-4.0	1.0	4.69177	9.144007e-04
0.0	0.0	4.0	4.83601	1.050242e-03
0.0	0.0	-4.0	4.83601	1.050242e-03
-1.0	-4.0	0.0	4.88765	3.345789e-08
1.0	-4.0	0.0	4.88765	2.638688e-08
-1.0	4.0	0.0	4.88765	2.638688e-08
1.0	4.0	0.0	4.88765	3.345789e-08
2.0	-2.0	2.0	4.93323	1.736745e-04
2.0	-2.0	-2.0	4.93323	1.709916e-04
-2.0	-2.0	-2.0	4.93323	1.704129e-04
2.0	2.0	2.0	4.93323	1.704129e-04
-2.0	-2.0	2.0	4.93323	1.731681e-04
-2.0	2.0	-2.0	4.93323	1.736745e-04
-2.0	2.0	2.0	4.93323	1.709916e-04
2.0	2.0	-2.0	4.93323	1.731681e-04
0.0	-1.0	-4.0	4.96703	1.240271e-08
0.0	1.0	-4.0	4.96703	2.447336e-08
0.0	1.0	4.0	4.96703	1.240271e-08
0.0	-1.0	4.0	4.96703	2.447336e-08
0.0	3.0	-3.0	4.97143	1.156221e-07
0.0	3.0	3.0	4.97143	1.307364e-07
0.0	-3.0	3.0	4.97143	1.156221e-07
0.0	-3.0	-3.0	4.97143	1.307364e-07
2.0	3.0	0.0	4.99121	3.799447e-08
-2.0	-3.0	0.0	4.99121	3.799447e-08
2.0	-3.0	0.0	4.99121	3.552339e-08
-2.0	3.0	0.0	4.99121	3.552339e-08
-1.0	4.0	1.0	5.03495	2.474389e-08
1.0	-4.0	-1.0	5.03495	2.474389e-08
1.0	4.0	1.0	5.03495	3.356247e-08
-1.0	-4.0	-1.0	5.03495	3.356247e-08
-1.0	4.0	-1.0	5.03495	1.227983e-07
1.0	4.0	-1.0	5.03495	1.315291e-07
1.0	-4.0	1.0	5.03495	1.227983e-07
-1.0	-4.0	1.0	5.03495	1.315291e-07
-2.0	-3.0	1.0	5.13555	4.954579e-08
-2.0	3.0	-1.0	5.13555	5.067910e-08
-2.0	3.0	1.0	5.13555	4.839267e-08
2.0	3.0	-1.0	5.13555	4.954579e-08
2.0	-3.0	1.0	5.13555	5.067910e-08
-2.0	-3.0	-1.0	5.13555	6.480606e-08
2.0	3.0	1.0	5.13555	6.480606e-08
2.0	-3.0	-1.0	5.13555	4.839267e-08
0.0	-4.0	2.0	5.13788	1.420758e-04
0.0	4.0	-2.0	5.13788	1.420758e-04
0.0	-4.0	-2.0	5.13788	1.446802e-04
0.0	4.0	2.0	5.13788	1.446802e-04
2.0	0.0	-3.0	5.14854	5.446913e-09
-2.0	0.0	3.0	5.14854	5.446913e-09
1.0	0.0	-4.0	5.16963	3.343144e-08
-1.0	0.0	-4.0	5.16963	2.631402e-08
-1.0	0.0	4.0	5.16963	3.343144e-08
1.0	0.0	4.0	5.16963	2.631402e-08
2.0	1.0	3.0	5.27180	6.891357e-09
-2.0	1.0	-3.0	5.27180	2.045361e-08
2.0	-1.0	-3.0	5.27180	2.349702e-09
-2.0	1.0	3.0	5.27180	2.349702e-09
2.0	1.0	-3.0	5.27180	3.171865e-08
-2.0	-1.0	-3.0	5.27180	6.891357e-09
2.0	-1.0	3.0	5.27180	2.045361e-08
-2.0	-1.0	3.0	5.27180	3.171865e-08
1.0	-1.0	-4.0	5.29240	1.018367e-04
-1.0	-1.0	-4.0	5.29240	1.016890e-04
1.0	1.0	4.0	5.29240	1.016890e-04
-1.0	1.0	4.0	5.29240	1.018367e-04
1.0	-1.0	4.0	5.29240	9.985197e-05
1.0	1.0	-4.0	5.29240	9.986461e-05
-1.0	1.0	-4.0	5.29240	9.985197e-05
-1.0	-1.0	4.0	5.29240	9.986461e-05
1.0	3.0	-3.0	5.29653	8.882908e-08
1.0	-3.0	-3.0	5.29653	9.770014e-08
-1.0	-3.0	-3.0	5.29653	1.065667e-07
1.0	3.0	3.0	5.29653	1.065667e-07
-1.0	3.0	3.0	5.29653	9.770014e-08
1.0	-3.0	3.0	5.29653	7.645176e-08
-1.0	-3.0	3.0	5.29653	8.882908e-08
-1.0	3.0	-3.0	5.29653	7.645176e-08
0.0	2.0	4.0	5.34086	9.668747e-05
0.0	-2.0	-4.0	5.34086	9.668747e-05
0.0	2.0	-4.0	5.34086	9.874495e-05
0.0	-2.0	4.0	5.34086	9.874495e-05
1.0	4.0	2.0	5.45306	2.333006e-08
1.0	-4.0	-2.0	5.45306	1.485052e-08
1.0	4.0	-2.0	5.45306	4.413386e-08
-1.0	4.0	-2.0	5.45306	4.086390e-08
-1.0	-4.0	2.0	5.45306	4.413386e-08
-1.0	4.0	2.0	5.45306	1.485052e-08
1.0	-4.0	2.0	5.45306	4.086390e-08
-1.0	-4.0	-2.0	5.45306	2.333006e-08
-3.0	0.0	0.0	5.48112	7.728545e-09
3.0	0.0	0.0	5.48112	7.728545e-09
-2.0	3.0	-2.0	5.54608	5.659363e-08
2.0	-3.0	2.0	5.54608	5.659363e-08
-2.0	3.0	2.0	5.54608	1.730870e-08
2.0	-3.0	-2.0	5.54608	1.730870e-08
2.0	3.0	-2.0	5.54608	5.887880e-08
2.0	3.0	2.0	5.54608	2.479791e-08
-2.0	-3.0	-2.0	5.54608	2.479791e-08
-2.0	-3.0	2.0	5.54608	5.887880e-08
-3.0	1.0	0.0	5.59706	1.797397e-05
3.0	-1.0	0.0	5.59706	1.797397e-05
-3.0	-1.0	0.0	5.59706	1.796101e-05
3.0	1.0	0.0	5.59706	1.796101e-05
-3.0	0.0	-1.0	5.61287	1.263186e-08
-3.0	0.0	1.0	5.61287	9.331708e-09
3.0	0.0	1.0	5.61287	1.263186e-08
3.0	0.0	-1.0	5.61287	9.331708e-09
-2.0	-2.0	-3.0	5.62541	2.680857e-05
2.0	2.0	-3.0	5.62541	2.592156e-05
-2.0	-2.0	3.0	5.62541	2.592156e-05
-2.0	2.0	3.0	5.62541	2.665326e-05
2.0	2.0	3.0	5.62541	2.680857e-05
2.0	-2.0	-3.0	5.62541	2.665326e-05
-2.0	2.0	-3.0	5.62541	2.604589e-05
2.0	-2.0	3.0	5.62541	2.604589e-05
-1.0	2.0	4.0	5.64472	2.931164e-08
1.0	2.0	4.0	5.64472	2.619606e-08
-1.0	-2.0	-4.0	5.64472	2.619606e-08
1.0	2.0	-4.0	5.64472	1.032819e-09
-1.0	-2.0	4.0	5.64472	1.032819e-09
1.0	-2.0	-4.0	5.64472	2.931164e-08
0.0	-5.0	0.0	5.66665	2.973677e-08
0.0	5.0	0.0	5.66665	2.973677e-08
-3.0	-1.0	-1.0	5.72615	1.541248e-07
-3.0	1.0	-1.0	5.72615	2.945739e-07
3.0	-1.0	1.0	5.72615	2.945739e-07
3.0	1.0	1.0	5.72615	1.541248e-07
3.0	1.0	-1.0	5.72615	2.927035e-07
-3.0	-1.0	1.0	5.72615	2.927035e-07
3.0	-1.0	-1.0	5.72615	1.575756e-07
-3.0	1.0	1.0	5.72615	1.575756e-07
0.0	-5.0	1.0	5.79419	3.910962e-08
0.0	5.0	1.0	5.79419	2.062802e-08
0.0	5.0	-1.0	5.79419	3.910962e-08
0.0	-5.0	-1.0	5.79419	2.062802e-08
0.0	4.0	3.0	5.80570	1.886753e-05
0.0	4.0	-3.0	5.80570	1.900504e-05
0.0	-4.0	3.0	5.80570	1.900504e-05
0.0	-4.0	-3.0	5.80570	1.886753e-05
2.0	4.0	0.0	5.82265	1.286164e-05
2.0	-4.0	0.0	5.82265	1.295444e-05
-2.0	4.0	0.0	5.82265	1.295444e-05
-2.0	-4.0	0.0	5.82265	1.286164e-05
0.0	3.0	4.0	5.91159	3.439189e-08
0.0	-3.0	-4.0	5.91159	3.439189e-08
0.0	-3.0	4.0	5.91159	1.896815e-08
0.0	3.0	-4.0	5.91159	1.896815e-08
-3.0	-2.0	0.0	5.93131	1.979503e-09
3.0	2.0	0.0	5.93131	1.979503e-09
2.0	-4.0	-1.0	5.94685	9.312345e-08
-2.0	-4.0	-1.0	5.94685	8.878692e-08
2.0	4.0	-1.0	5.94685	1.582102e-07
2.0	-4.0	1.0	5.94685	1.507361e-07
-2.0	4.0	-1.0	5.94685	1.507361e-07
2.0	4.0	1.0	5.94685	8.878692e-08
-2.0	4.0	1.0	5.94685	9.312345e-08
-2.0	-4.0	1.0	5.94685	1.582102e-07
-1.0	5.0	0.0	5.95391	1.091494e-05
1.0	-5.0	0.0	5.95391	1.091494e-05
1.0	5.0	0.0	5.95391	1.085583e-05
-1.0	-5.0	0.0	5.95391	1.085583e-05
3.0	0.0	2.0	5.99077	7.788900e-09
3.0	0.0	-2.0	5.99077	6.314703e-09
-3.0	0.0	2.0	5.99077	6.314703e-09
-3.0	0.0	-2.0	5.99077	7.788900e-09
3.0	-2.0	-1.0	6.05327	3.962373e-09
-3.0	-2.0	-1.0	6.05327	6.073070e-09
-3.0	2.0	-1.0	6.05327	1.732859e-09
3.0	2.0	1.0	6.05327	6.073070e-09
3.0	2.0	-1.0	6.05327	1.052888e-09
-3.0	-2.0	1.0	6.05327	1.052888e-09
3.0	-2.0	1.0	6.05327	1.732859e-09
-3.0	2.0	1.0	6.05327	3.962373e-09
-2.0	0.0	-4.0	6.06129	1.151900e-07
-2.0	0.0	4.0	6.06129	1.256896e-07
2.0	0.0	4.0	6.06129	1.151900e-07
2.0	0.0	-4.0	6.06129	1.256896e-07
-1.0	5.0	1.0	6.07542	5.779525e-08
-1.0	5.0	-1.0	6.07542	5.694543e-08
1.0	-5.0	-1.0	6.07542	5.779525e-08
-1.0	-5.0	1.0	6.07542	5.535386e-08
1.0	5.0	1.0	6.07542	6.456256e-08
-1.0	-5.0	-1.0	6.07542	6.456256e-08
1.0	5.0	-1.0	6.07542	5.535386e-08
1.0	-5.0	1.0	6.07542	5.694543e-08
-1.0	-4.0	3.0	6.08640	1.153592e-08
1.0	4.0	-3.0	6.08640	1.153592e-08
-1.0	-4.0	-3.0	6.08640	8.961755e-09
1.0	-4.0	-3.0	6.08640	8.334021e-09
-1.0	4.0	3.0	6.08640	8.334021e-09
1.0	-4.0	3.0	6.08640	1.064109e-08
-1.0	4.0	-3.0	6.08640	1.064109e-08
1.0	4.0	3.0	6.08640	8.961755e-09
-3.0	1.0	2.0	6.09703	2.541450e-06
3.0	-1.0	-2.0	6.09703	2.541450e-06
3.0	1.0	-2.0	6.09703	2.448808e-06
-3.0	-1.0	-2.0	6.09703	2.559391e-06
3.0	-1.0	2.0	6.09703	2.445430e-06
3.0	1.0	2.0	6.09703	2.559391e-06
-3.0	-1.0	2.0	6.09703	2.448808e-06
-3.0	1.0	-2.0	6.09703	2.445430e-06
0.0	5.0	-2.0	6.16098	4.648708e-09
0.0	5.0	2.0	6.16098	2.762811e-08
0.0	-5.0	2.0	6.16098	4.648708e-09
0.0	-5.0	-2.0	6.16098	2.762811e-08
-2.0	-1.0	4.0	6.16634	1.688763e-08
2.0	1.0	4.0	6.16634	6.517059e-09
-2.0	-1.0	-4.0	6.16634	6.517059e-09
-2.0	1.0	4.0	6.16634	9.583251e-09
2.0	1.0	-4.0	6.16634	1.688763e-08
-2.0	1.0	-4.0	6.16634	1.331878e-08
2.0	-1.0	-4.0	6.16634	9.583251e-09
2.0	-1.0	4.0	6.16634	1.331878e-08
2.0	-3.0	-3.0	6.16988	3.384203e-09
2.0	3.0	-3.0	6.16988	7.669347e-09
-2.0	3.0	-3.0	6.16988	5.219570e-09
-2.0	-3.0	-3.0	6.16988	5.498333e-09
-2.0	-3.0	3.0	6.16988	7.669347e-09
2.0	3.0	3.0	6.16988	5.498333e-09
2.0	-3.0	3.0	6.16988	5.219570e-09
-2.0	3.0	3.0	6.16988	3.384203e-09
1.0	3.0	4.0	6.18749	9.539937e-08
1.0	-3.0	4.0	6.18749	6.985859e-08
1.0	-3.0	-4.0	6.18749	9.558424e-08
-1.0	-3.0	-4.0	6.18749	9.539937e-08
-1.0	3.0	-4.0	6.18749	6.985859e-08
-1.0	3.0	4.0	6.18749	9.558424e-08
-1.0	-3.0	4.0	6.18749	7.433937e-08
1.0	3.0	-4.0	6.18749	7.433937e-08
-2.0	-4.0	2.0	6.30476	2.193200e-06
2.0	4.0	2.0	6.30476	2.253055e-06
-2.0	-4.0	-2.0	6.30476	2.253055e-06
-2.0	4.0	-2.0	6.30476	2.161765e-06
2.0	-4.0	2.0	6.30476	2.161765e-06
2.0	4.0	-2.0	6.30476	2.193200e-06
2.0	-4.0	-2.0	6.30476	2.209523e-06
-2.0	4.0	2.0	6.30476	2.209523e-06
-1.0	0.0	5.0	6.31508	3.904200e-09
1.0	0.0	5.0	6.31508	4.084081e-09
1.0	0.0	-5.0	6.31508	3.904200e-09
-1.0	0.0	-5.0	6.31508	4.084081e-09
3.0	2.0	-2.0	6.40524	1.639873e-09
-3.0	-2.0	2.0	6.40524	1.639873e-09
-3.0	2.0	2.0	6.40524	2.696531e-09
3.0	-2.0	-2.0	6.40524	2.696531e-09
-3.0	-2.0	-2.0	6.40524	3.518311e-09
3.0	2.0	2.0	6.40524	3.518311e-09
1.0	1.0	-5.0	6.41597	4.604733e-06
-1.0	-1.0	5.0	6.41597	4.604733e-06
-1.0	-1.0	-5.0	6.41597	4.380938e-06
1.0	-1.0	5.0	6.41597	4.614112e-06
1.0	1.0	5.0	6.41597	4.380938e-06
1.0	-1.0	-5.0	6.41597	4.369439e-06
-1.0	1.0	5.0	6.41597	4.369439e-06
-1.0	1.0	-5.0	6.41597	4.614112e-06
1.0	5.0	-2.0	6.42618	2.406488e-06
-1.0	5.0	-2.0	6.42618	2.377424e-06
1.0	-5.0	-2.0	6.42618	2.327419e-06
-1.0	-5.0	-2.0	6.42618	2.361021e-06
-1.0	5.0	2.0	6.42618	2.327419e-06
1.0	-5.0	2.0	6.42618	2.377424e-06
1.0	5.0	2.0	6.42618	2.361021e-06
-1.0	-5.0	2.0	6.42618	2.406488e-06
-3.0	-3.0	0.0	6.45001	2.217990e-05
3.0	3.0	0.0	6.45001	2.217990e-05
-3.0	3.0	0.0	6.45001	2.229587e-05
3.0	-3.0	0.0	6.45001	2.229587e-05
0.0	-2.0	5.0	6.45600	5.325821e-06
0.0	-2.0	-5.0	6.45600	5.677105e-06
0.0	2.0	5.0	6.45600	5.677105e-06
0.0	2.0	-5.0	6.45600	5.325821e-06
2.0	2.0	-4.0	6.47125	1.186347e-06
2.0	2.0	4.0	6.47125	1.015671e-06
-2.0	-2.0	-4.0	6.47125	1.015671e-06
2.0	-2.0	4.0	6.47125	1.166271e-06
-2.0	2.0	4.0	6.47125	9.956636e-07
2.0	-2.0	-4.0	6.47125	9.956636e-07
-2.0	-2.0	4.0	6.47125	1.186347e-06
-2.0	2.0	-4.0	6.47125	1.166271e-06
3.0	-3.0	1.0	6.56234	2.177581e-06
-3.0	-3.0	-1.0	6.56234	2.371934e-06
-3.0	3.0	1.0	6.56234	2.331238e-06
3.0	-3.0	-1.0	6.56234	2.331238e-06
-3.0	-3.0	1.0	6.56234	2.146260e-06
3.0	3.0	-1.0	6.56234	2.146260e-06
-3.0	3.0	-1.0	6.56234	2.177581e-06
3.0	3.0	1.0	6.56234	2.371934e-06
3.0	0.0	-3.0	6.57250	3.134484e-09
3.0	0.0	3.0	6.57250	2.926147e-09
-3.0	0.0	-3.0	6.57250	2.926147e-09
-3.0	0.0	3.0	6.57250	3.134484e-09
0.0	-4.0	4.0	6.62857	6.120275e-07
0.0	4.0	-4.0	6.62857	6.120275e-07
0.0	4.0	4.0	6.62857	6.839316e-07
0.0	-4.0	-4.0	6.62857	6.839316e-07
3.0	-1.0	3.0	6.66950	1.847340e-05
3.0	-1.0	-3.0	6.66950	1.919937e-05
-3.0	-1.0	-3.0	6.66950	1.923749e-05
-3.0	1.0	-3.0	6.66950	1.847340e-05
-3.0	-1.0	3.0	6.66950	1.844615e-05
3.0	1.0	3.0	6.66950	1.923749e-05
3.0	1.0	-3.0	6.66950	1.844615e-05
-3.0	1.0	3.0	6.66950	1.919937e-05
-1.0	2.0	-5.0	6.70954	3.461174e-09
1.0	2.0	5.0	6.70954	4.788554e-09
1.0	-2.0	5.0	6.70954	3.461174e-09
-1.0	-2.0	-5.0	6.70954	4.788554e-09
-1.0	-2.0	5.0	6.70954	2.627819e-09
-1.0	2.0	5.0	6.70954	5.000807e-09
1.0	2.0	-5.0	6.70954	2.627819e-09
1.0	-2.0	-5.0	6.70954	5.000807e-09
0.0	5.0	3.0	6.72801	1.162897e-08
0.0	-5.0	3.0	6.72801	3.640118e-09
0.0	5.0	-3.0	6.72801	3.640118e-09
0.0	-5.0	-3.0	6.72801	1.162897e-08
-2.0	5.0	0.0	6.74264	6.629285e-09
-2.0	-5.0	0.0	6.74264	7.456985e-09
2.0	5.0	0.0	6.74264	7.456985e-09
2.0	-5.0	0.0	6.74264	6.629285e-09
0.0	-6.0	0.0	6.79998	2.312826e-05
0.0	6.0	0.0	6.79998	2.312826e-05
-2.0	-5.0	-1.0	6.85018	3.817389e-09
-2.0	5.0	1.0	6.85018	3.164236e-09
2.0	-5.0	1.0	6.85018	9.893359e-09
2.0	-5.0	-1.0	6.85018	3.164236e-09
2.0	5.0	-1.0	6.85018	1.009262e-08
2.0	5.0	1.0	6.85018	3.817389e-09
-2.0	5.0	-1.0	6.85018	9.893359e-09
-2.0	-5.0	1.0	6.85018	1.009262e-08
2.0	4.0	3.0	6.85992	1.627723e-05
2.0	-4.0	-3.0	6.85992	1.618194e-05
-2.0	4.0	3.0	6.85992	1.618194e-05
2.0	-4.0	3.0	6.85992	1.602254e-05
-2.0	-4.0	-3.0	6.85992	1.627723e-05
2.0	4.0	-3.0	6.85992	1.594741e-05
-2.0	-4.0	3.0	6.85992	1.594741e-05
-2.0	4.0	-3.0	6.85992	1.602254e-05
1.0	4.0	4.0	6.87576	3.846176e-09
1.0	-4.0	-4.0	6.87576	4.559729e-09
-1.0	-4.0	4.0	6.87576	2.167060e-09
-1.0	4.0	4.0	6.87576	4.559729e-09
-1.0	-4.0	-4.0	6.87576	3.846176e-09
1.0	4.0	-4.0	6.87576	2.167060e-09
1.0	-4.0	4.0	6.87576	1.838863e-09
-1.0	4.0	-4.0	6.87576	1.838863e-09
3.0	-3.0	-2.0	6.88835	2.152176e-05
-3.0	3.0	-2.0	6.88835	2.165347e-05
3.0	-3.0	2.0	6.88835	2.165347e-05
-3.0	3.0	2.0	6.88835	2.152176e-05
-3.0	-3.0	-2.0	6.88835	2.142778e-05
3.0	3.0	-2.0	6.88835	2.154239e-05
3.0	3.0	2.0	6.88835	2.142778e-05
-3.0	-3.0	2.0	6.88835	2.154239e-05
0.0	6.0	1.0	6.90663	1.599801e-06
0.0	-6.0	-1.0	6.90663	1.599801e-06
0.0	6.0	-1.0	6.90663	1.614813e-06
0.0	-6.0	1.0	6.90663	1.614813e-06
0.0	-3.0	-5.0	6.93557	1.030810e-09
0.0	3.0	-5.0	6.93557	7.676307e-09
0.0	-3.0	5.0	6.93557	7.676307e-09
0.0	3.0	5.0	6.93557	1.030810e-09
2.0	-3.0	4.0	6.94976	1.836000e-09
