h	k	l	q	I(q)
6.0	-8.0	5.0	15.45693	6.061173e-08
-6.0	-8.0	-5.0	15.45693	6.622778e-08
-3.0	-7.0	-10.0	15.46444	4.131195e-09
3.0	-7.0	10.0	15.46444	4.150317e-09
3.0	7.0	10.0	15.46444	4.131195e-09
3.0	-7.0	-10.0	15.46444	4.189162e-09
-3.0	-7.0	10.0	15.46444	3.948797e-09
3.0	7.0	-10.0	15.46444	3.948797e-09
-3.0	7.0	10.0	15.46444	4.189162e-09
-3.0	7.0	-10.0	15.46444	4.150317e-09
-7.0	7.0	-3.0	15.48089	2.994032e-08
7.0	7.0	3.0	15.48089	2.580994e-08
-7.0	7.0	3.0	15.48089	2.604501e-08
7.0	7.0	-3.0	15.48089	3.028197e-08
-7.0	-7.0	3.0	15.48089	3.028197e-08
-7.0	-7.0	-3.0	15.48089	2.580994e-08
7.0	-7.0	-3.0	15.48089	2.604501e-08
7.0	-7.0	3.0	15.48089	2.994032e-08
-5.0	-7.0	-8.0	15.48991	2.467643e-09
-5.0	-7.0	8.0	15.48991	2.102852e-09
5.0	7.0	8.0	15.48991	2.467643e-09
5.0	7.0	-8.0	15.48991	2.102852e-09
-5.0	7.0	-8.0	15.48991	2.207892e-09
5.0	-7.0	8.0	15.48991	2.207892e-09
-5.0	7.0	8.0	15.48991	2.531354e-09
5.0	-7.0	-8.0	15.48991	2.531354e-09
-8.0	4.0	2.0	15.49304	3.789140e-08
8.0	4.0	2.0	15.49304	3.779963e-08
-8.0	-4.0	-2.0	15.49304	3.779963e-08
-8.0	4.0	-2.0	15.49304	3.750185e-08
8.0	4.0	-2.0	15.49304	3.731056e-08
8.0	-4.0	2.0	15.49304	3.750185e-08
8.0	-4.0	-2.0	15.49304	3.789140e-08
-8.0	-4.0	2.0	15.49304	3.731056e-08
5.0	9.0	6.0	15.49555	3.110127e-08
5.0	-9.0	-6.0	15.49555	3.176896e-08
-5.0	9.0	6.0	15.49555	3.176896e-08
-5.0	9.0	-6.0	15.49555	3.185098e-08
-5.0	-9.0	6.0	15.49555	3.128019e-08
5.0	9.0	-6.0	15.49555	3.128019e-08
-5.0	-9.0	-6.0	15.49555	3.110127e-08
5.0	-9.0	6.0	15.49555	3.185098e-08
5.0	-3.0	-10.0	15.52998	7.015940e-08
-5.0	-3.0	10.0	15.52998	6.937986e-08
5.0	-3.0	10.0	15.52998	6.933476e-08
-5.0	-3.0	-10.0	15.52998	7.042444e-08
5.0	3.0	-10.0	15.52998	6.937986e-08
-5.0	3.0	10.0	15.52998	7.015940e-08
5.0	3.0	10.0	15.52998	7.042444e-08
-5.0	3.0	-10.0	15.52998	6.933476e-08
2.0	-8.0	10.0	15.54751	7.006055e-09
2.0	8.0	10.0	15.54751	7.021381e-09
2.0	-8.0	-10.0	15.54751	7.256612e-09
-2.0	-8.0	-10.0	15.54751	7.021381e-09
-2.0	8.0	10.0	15.54751	7.256612e-09
2.0	8.0	-10.0	15.54751	6.685145e-09
-2.0	-8.0	10.0	15.54751	6.685145e-09
-2.0	8.0	-10.0	15.54751	7.006055e-09
-8.0	2.0	-4.0	15.56153	2.482388e-09
-8.0	2.0	4.0	15.56153	2.344194e-09
8.0	-2.0	-4.0	15.56153	2.344194e-09
8.0	2.0	-4.0	15.56153	2.459018e-09
8.0	2.0	4.0	15.56153	2.360329e-09
-8.0	-2.0	-4.0	15.56153	2.360329e-09
8.0	-2.0	4.0	15.56153	2.482388e-09
-8.0	-2.0	4.0	15.56153	2.459018e-09
6.0	-2.0	-9.0	15.61105	3.820520e-08
6.0	2.0	9.0	15.61105	3.813741e-08
-6.0	2.0	9.0	15.61105	3.820520e-08
-6.0	2.0	-9.0	15.61105	4.034773e-08
6.0	2.0	-9.0	15.61105	4.035342e-08
-6.0	-2.0	9.0	15.61105	4.035342e-08
-6.0	-2.0	-9.0	15.61105	3.813741e-08
6.0	-2.0	9.0	15.61105	4.034773e-08
4.0	-6.0	-10.0	15.67857	4.745836e-08
-4.0	-6.0	-10.0	15.67857	4.744398e-08
-4.0	6.0	10.0	15.67857	4.745836e-08
-4.0	6.0	-10.0	15.67857	4.630085e-08
-4.0	-6.0	10.0	15.67857	4.581740e-08
4.0	-6.0	10.0	15.67857	4.630085e-08
4.0	6.0	-10.0	15.67857	4.581740e-08
4.0	6.0	10.0	15.67857	4.744398e-08
-7.0	-3.0	-7.0	15.70821	1.320252e-09
-7.0	3.0	-7.0	15.70821	2.321663e-09
7.0	3.0	7.0	15.70821	1.320252e-09
-7.0	-3.0	7.0	15.70821	2.317639e-09
7.0	3.0	-7.0	15.70821	2.317639e-09
7.0	-3.0	-7.0	15.70821	1.321589e-09
-7.0	3.0	7.0	15.70821	1.321589e-09
7.0	-3.0	7.0	15.70821	2.321663e-09
0.0	10.0	-9.0	15.71116	1.019201e-08
0.0	-10.0	-9.0	15.71116	9.315375e-09
0.0	10.0	9.0	15.71116	9.315375e-09
0.0	-10.0	9.0	15.71116	1.019201e-08
8.0	4.0	-3.0	15.72713	8.341611e-08
8.0	-4.0	-3.0	15.72713	7.582733e-08
8.0	4.0	3.0	15.72713	7.576782e-08
-8.0	4.0	3.0	15.72713	7.582733e-08
-8.0	-4.0	-3.0	15.72713	7.576782e-08
-8.0	4.0	-3.0	15.72713	8.321253e-08
8.0	-4.0	3.0	15.72713	8.321253e-08
-8.0	-4.0	3.0	15.72713	8.341611e-08
-7.0	5.0	6.0	15.75745	4.953934e-09
-7.0	-5.0	6.0	15.75745	5.278997e-09
7.0	-5.0	6.0	15.75745	5.179723e-09
7.0	5.0	6.0	15.75745	4.994852e-09
-7.0	5.0	-6.0	15.75745	5.179723e-09
-7.0	-5.0	-6.0	15.75745	4.994852e-09
7.0	-5.0	-6.0	15.75745	4.953934e-09
7.0	5.0	-6.0	15.75745	5.278997e-09
7.0	-7.0	4.0	15.80791	6.077922e-09
-7.0	-7.0	4.0	15.80791	6.209111e-09
7.0	7.0	4.0	15.80791	6.206036e-09
7.0	7.0	-4.0	15.80791	6.209111e-09
-7.0	7.0	-4.0	15.80791	6.077922e-09
-7.0	7.0	4.0	15.80791	6.125733e-09
-7.0	-7.0	-4.0	15.80791	6.206036e-09
7.0	-7.0	-4.0	15.80791	6.125733e-09
-6.0	-10.0	-1.0	15.81379	1.569796e-09
6.0	-10.0	-1.0	15.81379	1.484540e-09
6.0	10.0	1.0	15.81379	1.569796e-09
-6.0	10.0	1.0	15.81379	1.484540e-09
4.0	-10.0	7.0	15.92092	7.567589e-09
-4.0	10.0	7.0	15.92092	7.114629e-09
-4.0	-10.0	7.0	15.92092	7.870793e-09
-4.0	10.0	-7.0	15.92092	7.567589e-09
4.0	10.0	-7.0	15.92092	7.870793e-09
4.0	-10.0	-7.0	15.92092	7.114629e-09
4.0	10.0	7.0	15.92092	6.813810e-09
-4.0	-10.0	-7.0	15.92092	6.813810e-09
1.0	9.0	10.0	15.92314	5.063411e-08
1.0	9.0	-10.0	15.92314	5.072443e-08
-1.0	9.0	-10.0	15.92314	5.134050e-08
-1.0	9.0	10.0	15.92314	5.117617e-08
1.0	-9.0	-10.0	15.92314	5.117617e-08
1.0	-9.0	10.0	15.92314	5.134050e-08
-1.0	-9.0	-10.0	15.92314	5.063411e-08
-1.0	-9.0	10.0	15.92314	5.072443e-08
4.0	8.0	-9.0	15.93768	2.512719e-08
4.0	-8.0	-9.0	15.93768	2.487655e-08
-4.0	8.0	9.0	15.93768	2.487655e-08
4.0	-8.0	9.0	15.93768	2.450613e-08
-4.0	8.0	-9.0	15.93768	2.450613e-08
-4.0	-8.0	-9.0	15.93768	2.435997e-08
4.0	8.0	9.0	15.93768	2.435997e-08
-4.0	-8.0	9.0	15.93768	2.512719e-08
-6.0	-10.0	2.0	15.95184	2.054592e-08
6.0	-10.0	2.0	15.95184	2.087502e-08
-6.0	-10.0	-2.0	15.95184	2.085078e-08
-6.0	10.0	-2.0	15.95184	2.087502e-08
6.0	-10.0	-2.0	15.95184	2.116300e-08
-6.0	10.0	2.0	15.95184	2.116300e-08
6.0	10.0	-2.0	15.95184	2.054592e-08
6.0	10.0	2.0	15.95184	2.085078e-08
-6.0	8.0	6.0	15.96857	2.886234e-09
6.0	-8.0	6.0	15.96857	2.988326e-09
6.0	8.0	-6.0	15.96857	3.131109e-09
-6.0	8.0	-6.0	15.96857	2.988326e-09
6.0	8.0	6.0	15.96857	2.996184e-09
-6.0	-8.0	6.0	15.96857	3.131109e-09
6.0	-8.0	-6.0	15.96857	2.886234e-09
-6.0	-8.0	-6.0	15.96857	2.996184e-09
8.0	-2.0	-5.0	15.97862	7.140025e-08
8.0	-2.0	5.0	15.97862	6.456696e-08
-8.0	-2.0	-5.0	15.97862	7.135229e-08
8.0	2.0	5.0	15.97862	7.135229e-08
-8.0	-2.0	5.0	15.97862	6.443986e-08
-8.0	2.0	5.0	15.97862	7.140025e-08
8.0	2.0	-5.0	15.97862	6.443986e-08
-8.0	2.0	-5.0	15.97862	6.456696e-08
-8.0	-4.0	-4.0	16.04913	6.011937e-09
8.0	-4.0	4.0	16.04913	5.855619e-09
-8.0	-4.0	4.0	16.04913	5.899897e-09
8.0	4.0	-4.0	16.04913	5.899897e-09
-8.0	4.0	4.0	16.04913	6.036523e-09
-8.0	4.0	-4.0	16.04913	5.855619e-09
8.0	-4.0	-4.0	16.04913	6.036523e-09
8.0	4.0	4.0	16.04913	6.011937e-09
7.0	-1.0	-8.0	16.07476	6.326663e-09
-7.0	-1.0	-8.0	16.07476	6.271097e-09
7.0	1.0	-8.0	16.07476	6.318514e-09
-7.0	-1.0	8.0	16.07476	6.318514e-09
7.0	-1.0	8.0	16.07476	6.380695e-09
7.0	1.0	8.0	16.07476	6.271097e-09
-7.0	1.0	-8.0	16.07476	6.380695e-09
-7.0	1.0	8.0	16.07476	6.326663e-09
-5.0	-9.0	7.0	16.09702	1.263829e-09
5.0	-9.0	7.0	16.09702	1.163933e-09
-5.0	9.0	-7.0	16.09702	1.163933e-09
5.0	9.0	-7.0	16.09702	1.263829e-09
-6.0	4.0	-9.0	16.09715	2.457056e-09
-6.0	-4.0	-9.0	16.09715	3.276176e-09
6.0	-4.0	-9.0	16.09715	3.288581e-09
6.0	-4.0	9.0	16.09715	2.457056e-09
6.0	4.0	9.0	16.09715	3.276176e-09
6.0	4.0	-9.0	16.09715	2.476121e-09
-6.0	4.0	9.0	16.09715	3.288581e-09
-6.0	-4.0	9.0	16.09715	2.476121e-09
8.0	-6.0	0.0	16.12068	1.004581e-07
8.0	6.0	0.0	16.12068	1.005655e-07
-8.0	6.0	0.0	16.12068	1.004581e-07
-8.0	-6.0	0.0	16.12068	1.005655e-07
6.0	-6.0	-8.0	16.12322	7.952550e-08
-6.0	6.0	-8.0	16.12322	7.957828e-08
-6.0	-6.0	-8.0	16.12322	7.925782e-08
-6.0	-6.0	8.0	16.12322	7.919791e-08
6.0	-6.0	8.0	16.12322	7.957828e-08
6.0	6.0	8.0	16.12322	7.925782e-08
-6.0	6.0	8.0	16.12322	7.952550e-08
6.0	6.0	-8.0	16.12322	7.919791e-08
2.0	-10.0	-9.0	16.13049	1.852704e-08
2.0	10.0	-9.0	16.13049	1.928359e-08
-2.0	10.0	9.0	16.13049	1.852704e-08
2.0	-10.0	9.0	16.13049	1.982869e-08
-2.0	-10.0	9.0	16.13049	1.928359e-08
-2.0	10.0	-9.0	16.13049	1.982869e-08
-2.0	-10.0	-9.0	16.13049	1.908739e-08
2.0	10.0	9.0	16.13049	1.908739e-08
8.0	6.0	-1.0	16.16595	1.775814e-09
-8.0	-6.0	-1.0	16.16595	1.149346e-09
8.0	-6.0	-1.0	16.16595	1.147371e-09
8.0	6.0	1.0	16.16595	1.149346e-09
-8.0	6.0	1.0	16.16595	1.147371e-09
-8.0	-6.0	1.0	16.16595	1.775814e-09
8.0	-6.0	1.0	16.16595	1.749303e-09
-8.0	6.0	-1.0	16.16595	1.749303e-09
-6.0	10.0	-3.0	16.17929	5.308108e-08
6.0	10.0	-3.0	16.17929	5.352678e-08
-6.0	-10.0	-3.0	16.17929	4.925815e-08
6.0	-10.0	-3.0	16.17929	4.968847e-08
6.0	-10.0	3.0	16.17929	5.308108e-08
-6.0	10.0	3.0	16.17929	4.968847e-08
6.0	10.0	3.0	16.17929	4.925815e-08
-6.0	-10.0	3.0	16.17929	5.352678e-08
-7.0	7.0	-5.0	16.21866	2.045087e-08
7.0	7.0	5.0	16.21866	1.806572e-08
7.0	-7.0	5.0	16.21866	2.045087e-08
-7.0	7.0	5.0	16.21866	1.811488e-08
-7.0	-7.0	5.0	16.21866	2.060646e-08
7.0	-7.0	-5.0	16.21866	1.811488e-08
-7.0	-7.0	-5.0	16.21866	1.806572e-08
7.0	7.0	-5.0	16.21866	2.060646e-08
-8.0	6.0	2.0	16.30101	1.391566e-08
8.0	6.0	-2.0	16.30101	1.376267e-08
-8.0	-6.0	-2.0	16.30101	1.402734e-08
-8.0	6.0	-2.0	16.30101	1.378109e-08
8.0	-6.0	2.0	16.30101	1.378109e-08
8.0	6.0	2.0	16.30101	1.402734e-08
-8.0	-6.0	2.0	16.30101	1.376267e-08
8.0	-6.0	-2.0	16.30101	1.391566e-08
8.0	0.0	6.0	16.31739	1.191155e-08
-8.0	0.0	-6.0	16.31739	1.191155e-08
8.0	0.0	-6.0	16.31739	1.197526e-08
-8.0	0.0	6.0	16.31739	1.197526e-08
6.0	0.0	10.0	16.31990	3.329112e-08
6.0	0.0	-10.0	16.31990	3.324258e-08
-6.0	0.0	-10.0	16.31990	3.329112e-08
-6.0	0.0	10.0	16.31990	3.324258e-08
7.0	-9.0	0.0	16.35863	1.014724e-07
-7.0	-9.0	0.0	16.35863	1.017828e-07
-7.0	9.0	0.0	16.35863	1.014724e-07
7.0	9.0	0.0	16.35863	1.017828e-07
7.0	-3.0	-8.0	16.39126	5.727663e-08
-7.0	-3.0	-8.0	16.39126	5.732062e-08
7.0	-3.0	8.0	16.39126	5.699778e-08
-7.0	3.0	8.0	16.39126	5.727663e-08
7.0	3.0	8.0	16.39126	5.732062e-08
-7.0	-3.0	8.0	16.39126	5.703361e-08
-7.0	3.0	-8.0	16.39126	5.699778e-08
7.0	3.0	-8.0	16.39126	5.703361e-08
7.0	9.0	-1.0	16.40325	1.007758e-09
-7.0	-9.0	1.0	16.40325	1.007758e-09
8.0	-4.0	5.0	16.45386	2.723418e-08
8.0	4.0	5.0	16.45386	2.452916e-08
-8.0	4.0	-5.0	16.45386	2.723418e-08
-8.0	4.0	5.0	16.45386	2.439638e-08
8.0	-4.0	-5.0	16.45386	2.439638e-08
-8.0	-4.0	-5.0	16.45386	2.452916e-08
8.0	4.0	-5.0	16.45386	2.725545e-08
-8.0	-4.0	5.0	16.45386	2.725545e-08
-8.0	-2.0	-6.0	16.47407	1.431097e-08
8.0	-2.0	6.0	16.47407	1.453596e-08
8.0	2.0	-6.0	16.47407	1.459252e-08
-8.0	2.0	6.0	16.47407	1.429930e-08
8.0	2.0	6.0	16.47407	1.431097e-08
-8.0	2.0	-6.0	16.47407	1.453596e-08
-8.0	-2.0	6.0	16.47407	1.459252e-08
8.0	-2.0	-6.0	16.47407	1.429930e-08
-6.0	-2.0	10.0	16.47656	3.384747e-09
-6.0	2.0	-10.0	16.47656	3.395518e-09
6.0	-2.0	-10.0	16.47656	3.409259e-09
6.0	2.0	10.0	16.47656	3.432410e-09
-6.0	2.0	10.0	16.47656	3.409259e-09
6.0	-2.0	10.0	16.47656	3.395518e-09
6.0	2.0	-10.0	16.47656	3.384747e-09
-6.0	-2.0	-10.0	16.47656	3.432410e-09
6.0	-10.0	-4.0	16.49246	2.897839e-09
6.0	10.0	4.0	16.49246	2.966808e-09
-6.0	10.0	4.0	16.49246	2.897839e-09
6.0	10.0	-4.0	16.49246	3.017058e-09
-6.0	-10.0	4.0	16.49246	3.017058e-09
-6.0	-10.0	-4.0	16.49246	2.966808e-09
6.0	-10.0	4.0	16.49246	2.904011e-09
-6.0	10.0	-4.0	16.49246	2.904011e-09
-8.0	-6.0	-3.0	16.52366	1.084462e-09
8.0	6.0	3.0	16.52366	1.084462e-09
-8.0	6.0	3.0	16.52366	1.042083e-09
8.0	-6.0	-3.0	16.52366	1.042083e-09
-9.0	-1.0	1.0	16.52664	2.576647e-09
-9.0	1.0	1.0	16.52664	1.836766e-09
9.0	1.0	1.0	16.52664	1.818899e-09
-9.0	-1.0	-1.0	16.52664	1.818899e-09
-9.0	1.0	-1.0	16.52664	2.544601e-09
9.0	1.0	-1.0	16.52664	2.576647e-09
9.0	-1.0	-1.0	16.52664	1.836766e-09
9.0	-1.0	1.0	16.52664	2.544601e-09
7.0	9.0	-2.0	16.53637	1.087487e-08
7.0	-9.0	2.0	16.53637	1.081764e-08
-7.0	-9.0	-2.0	16.53637	1.110637e-08
-7.0	9.0	-2.0	16.53637	1.081764e-08
-7.0	9.0	2.0	16.53637	1.094650e-08
-7.0	-9.0	2.0	16.53637	1.087487e-08
7.0	-9.0	-2.0	16.53637	1.094650e-08
7.0	9.0	2.0	16.53637	1.110637e-08
6.0	8.0	7.0	16.55286	2.593423e-09
6.0	-8.0	7.0	16.55286	1.879468e-09
6.0	8.0	-7.0	16.55286	1.792818e-09
6.0	-8.0	-7.0	16.55286	2.502568e-09
-6.0	8.0	7.0	16.55286	2.502568e-09
-6.0	-8.0	-7.0	16.55286	2.593423e-09
-6.0	-8.0	7.0	16.55286	1.792818e-09
-6.0	8.0	-7.0	16.55286	1.879468e-09
-4.0	-10.0	8.0	16.59521	1.155835e-08
-4.0	10.0	8.0	16.59521	1.111445e-08
-4.0	-10.0	-8.0	16.59521	1.144836e-08
-4.0	10.0	-8.0	16.59521	1.125706e-08
4.0	10.0	-8.0	16.59521	1.155835e-08
4.0	10.0	8.0	16.59521	1.144836e-08
4.0	-10.0	8.0	16.59521	1.125706e-08
4.0	-10.0	-8.0	16.59521	1.111445e-08
9.0	1.0	-2.0	16.65878	3.958764e-09
9.0	-1.0	2.0	16.65878	3.998281e-09
-9.0	1.0	-2.0	16.65878	3.998281e-09
-9.0	-1.0	2.0	16.65878	3.958764e-09
-9.0	-1.0	-2.0	16.65878	4.068202e-09
9.0	1.0	2.0	16.65878	4.068202e-09
-9.0	1.0	2.0	16.65878	4.074540e-09
9.0	-1.0	-2.0	16.65878	4.074540e-09
7.0	7.0	6.0	16.70699	3.916607e-09
-7.0	-7.0	-6.0	16.70699	3.916607e-09
-7.0	-7.0	6.0	16.70699	4.141897e-09
-7.0	7.0	6.0	16.70699	3.920196e-09
-7.0	7.0	-6.0	16.70699	4.095395e-09
7.0	-7.0	-6.0	16.70699	3.920196e-09
7.0	-7.0	6.0	16.70699	4.095395e-09
7.0	7.0	-6.0	16.70699	4.141897e-09
3.0	9.0	-10.0	16.74069	3.115798e-08
3.0	-9.0	-10.0	16.74069	3.275511e-08
3.0	9.0	10.0	16.74069	3.210310e-08
-3.0	9.0	10.0	16.74069	3.275511e-08
-3.0	-9.0	10.0	16.74069	3.115798e-08
3.0	-9.0	10.0	16.74069	3.195269e-08
-3.0	-9.0	-10.0	16.74069	3.210310e-08
-3.0	9.0	-10.0	16.74069	3.195269e-08
5.0	9.0	8.0	16.76422	5.072542e-08
-5.0	-9.0	-8.0	16.76422	5.072542e-08
-5.0	9.0	-8.0	16.76422	5.068102e-08
-5.0	-9.0	8.0	16.76422	5.015418e-08
5.0	9.0	-8.0	16.76422	5.015418e-08
5.0	-9.0	-8.0	16.76422	5.124584e-08
5.0	-9.0	8.0	16.76422	5.068102e-08
-5.0	9.0	8.0	16.76422	5.124584e-08
4.0	-8.0	10.0	16.78636	4.502939e-09
-4.0	-8.0	10.0	16.78636	4.734302e-09
4.0	8.0	10.0	16.78636	4.521178e-09
4.0	8.0	-10.0	16.78636	4.734302e-09
-4.0	8.0	-10.0	16.78636	4.502939e-09
4.0	-8.0	-10.0	16.78636	4.307643e-09
-4.0	8.0	10.0	16.78636	4.307643e-09
-4.0	-8.0	-10.0	16.78636	4.521178e-09
-9.0	3.0	0.0	16.79118	4.868563e-08
9.0	3.0	0.0	16.79118	4.863511e-08
9.0	-3.0	0.0	16.79118	4.868563e-08
-9.0	-3.0	0.0	16.79118	4.863511e-08
7.0	-1.0	-9.0	16.82993	8.231428e-09
7.0	1.0	-9.0	16.82993	6.796670e-09
7.0	1.0	9.0	16.82993	8.195226e-09
-7.0	-1.0	-9.0	16.82993	8.195226e-09
-7.0	1.0	9.0	16.82993	8.231428e-09
7.0	-1.0	9.0	16.82993	6.732437e-09
-7.0	1.0	-9.0	16.82993	6.732437e-09
-7.0	-1.0	9.0	16.82993	6.796670e-09
8.0	-6.0	-4.0	16.83043	3.360875e-09
-8.0	-6.0	-4.0	16.83043	3.407206e-09
8.0	-6.0	4.0	16.83043	3.273672e-09
8.0	6.0	-4.0	16.83043	3.242103e-09
-8.0	-6.0	4.0	16.83043	3.242103e-09
-8.0	6.0	-4.0	16.83043	3.273672e-09
-8.0	6.0	4.0	16.83043	3.360875e-09
8.0	6.0	4.0	16.83043	3.407206e-09
9.0	1.0	3.0	16.87671	3.075898e-08
-9.0	1.0	3.0	16.87671	3.070975e-08
9.0	1.0	-3.0	16.87671	3.314100e-08
-9.0	1.0	-3.0	16.87671	3.304820e-08
-9.0	-1.0	-3.0	16.87671	3.075898e-08
9.0	-1.0	-3.0	16.87671	3.070975e-08
9.0	-1.0	3.0	16.87671	3.304820e-08
-9.0	-1.0	3.0	16.87671	3.314100e-08
6.0	-10.0	5.0	16.88658	3.133424e-08
-6.0	10.0	5.0	16.88658	2.968534e-08
-6.0	-10.0	5.0	16.88658	3.157119e-08
6.0	10.0	5.0	16.88658	2.957543e-08
6.0	-10.0	-5.0	16.88658	2.968534e-08
-6.0	10.0	-5.0	16.88658	3.133424e-08
-6.0	-10.0	-5.0	16.88658	2.957543e-08
6.0	10.0	-5.0	16.88658	3.157119e-08
-8.0	4.0	-6.0	16.93541	1.182080e-08
-8.0	4.0	6.0	16.93541	1.181469e-08
8.0	4.0	-6.0	16.93541	1.178387e-08
8.0	-4.0	-6.0	16.93541	1.181469e-08
-8.0	-4.0	-6.0	16.93541	1.170956e-08
-8.0	-4.0	6.0	16.93541	1.178387e-08
8.0	-4.0	6.0	16.93541	1.182080e-08
8.0	4.0	6.0	16.93541	1.170956e-08
6.0	-4.0	-10.0	16.93783	4.465030e-09
-6.0	4.0	10.0	16.93783	4.465030e-09
-6.0	-4.0	-10.0	16.93783	4.446322e-09
6.0	4.0	-10.0	16.93783	4.422491e-09
-6.0	4.0	-10.0	16.93783	4.457464e-09
6.0	-4.0	10.0	16.93783	4.457464e-09
6.0	4.0	10.0	16.93783	4.446322e-09
-6.0	-4.0	10.0	16.93783	4.422491e-09
-9.0	3.0	2.0	16.96438	3.106486e-08
-9.0	3.0	-2.0	16.96438	3.109860e-08
9.0	-3.0	-2.0	16.96438	3.106486e-08
9.0	-3.0	2.0	16.96438	3.109860e-08
-9.0	-3.0	2.0	16.96438	3.094809e-08
-9.0	-3.0	-2.0	16.96438	3.109724e-08
9.0	3.0	-2.0	16.96438	3.094809e-08
9.0	3.0	2.0	16.96438	3.109724e-08
2.0	10.0	-10.0	16.96953	7.273865e-09
-2.0	10.0	-10.0	16.96953	7.008542e-09
2.0	-10.0	-10.0	16.96953	6.659769e-09
-2.0	-10.0	10.0	16.96953	7.273865e-09
2.0	10.0	10.0	16.96953	6.976301e-09
-2.0	10.0	10.0	16.96953	6.659769e-09
-2.0	-10.0	-10.0	16.96953	6.976301e-09
2.0	-10.0	10.0	16.96953	7.008542e-09
7.0	-5.0	-8.0	17.00660	1.285060e-08
7.0	-5.0	8.0	17.00660	1.278920e-08
-7.0	-5.0	8.0	17.00660	1.286218e-08
7.0	5.0	8.0	17.00660	1.291624e-08
-7.0	-5.0	-8.0	17.00660	1.291624e-08
-7.0	5.0	8.0	17.00660	1.285060e-08
7.0	5.0	-8.0	17.00660	1.286218e-08
-7.0	5.0	-8.0	17.00660	1.278920e-08
8.0	-2.0	-7.0	17.04103	1.539713e-09
-8.0	-2.0	-7.0	17.04103	1.555940e-09
8.0	2.0	7.0	17.04103	1.555940e-09
-8.0	2.0	7.0	17.04103	1.539713e-09
7.0	9.0	-4.0	17.05848	4.635360e-09
7.0	-9.0	4.0	17.05848	4.630255e-09
-7.0	9.0	-4.0	17.05848	4.630255e-09
7.0	-9.0	-4.0	17.05848	4.785700e-09
-7.0	9.0	4.0	17.05848	4.785700e-09
7.0	9.0	4.0	17.05848	4.878453e-09
-7.0	-9.0	4.0	17.05848	4.635360e-09
-7.0	-9.0	-4.0	17.05848	4.878453e-09
-5.0	-7.0	-10.0	17.10432	5.022240e-09
5.0	-7.0	10.0	17.10432	4.890208e-09
-5.0	7.0	10.0	17.10432	4.952408e-09
-5.0	-7.0	10.0	17.10432	4.985968e-09
5.0	7.0	-10.0	17.10432	4.985968e-09
5.0	7.0	10.0	17.10432	5.022240e-09
5.0	-7.0	-10.0	17.10432	4.952408e-09
-5.0	7.0	-10.0	17.10432	4.890208e-09
-9.0	-1.0	-4.0	17.17717	4.540755e-09
-9.0	1.0	4.0	17.17717	4.569130e-09
-9.0	-1.0	4.0	17.17717	4.577672e-09
9.0	-1.0	-4.0	17.17717	4.569130e-09
9.0	1.0	4.0	17.17717	4.540755e-09
-9.0	1.0	-4.0	17.17717	4.564119e-09
9.0	1.0	-4.0	17.17717	4.577672e-09
9.0	-1.0	4.0	17.17717	4.564119e-09
8.0	8.0	0.0	17.20001	7.622454e-09
-8.0	-8.0	0.0	17.20001	7.622454e-09
8.0	-8.0	0.0	17.20001	7.574696e-09
-8.0	8.0	0.0	17.20001	7.574696e-09
-6.0	-8.0	8.0	17.20240	1.654301e-08
6.0	8.0	8.0	17.20240	1.640475e-08
-6.0	8.0	8.0	17.20240	1.619963e-08
6.0	8.0	-8.0	17.20240	1.654301e-08
-6.0	-8.0	-8.0	17.20240	1.640475e-08
-6.0	8.0	-8.0	17.20240	1.633077e-08
6.0	-8.0	8.0	17.20240	1.633077e-08
6.0	-8.0	-8.0	17.20240	1.619963e-08
-8.0	8.0	-1.0	17.24245	7.518983e-09
8.0	-8.0	-1.0	17.24245	7.980141e-09
-8.0	-8.0	1.0	17.24245	7.542939e-09
-8.0	-8.0	-1.0	17.24245	7.946510e-09
-8.0	8.0	1.0	17.24245	7.980141e-09
8.0	-8.0	1.0	17.24245	7.518983e-09
8.0	8.0	1.0	17.24245	7.946510e-09
8.0	8.0	-1.0	17.24245	7.542939e-09
-7.0	-7.0	-7.0	17.26631	1.203060e-08
-7.0	7.0	7.0	17.26631	1.200177e-08
7.0	7.0	7.0	17.26631	1.203060e-08
7.0	-7.0	-7.0	17.26631	1.200177e-08
-7.0	7.0	-7.0	17.26631	1.325346e-08
7.0	-7.0	7.0	17.26631	1.325346e-08
7.0	7.0	-7.0	17.26631	1.329416e-08
-7.0	-7.0	7.0	17.26631	1.329416e-08
-4.0	10.0	9.0	17.32771	1.144793e-08
4.0	10.0	9.0	17.32771	1.177239e-08
-4.0	-10.0	9.0	17.32771	1.140880e-08
4.0	-10.0	9.0	17.32771	1.164761e-08
4.0	10.0	-9.0	17.32771	1.140880e-08
-4.0	10.0	-9.0	17.32771	1.164761e-08
4.0	-10.0	-9.0	17.32771	1.144793e-08
-4.0	-10.0	-9.0	17.32771	1.177239e-08
6.0	10.0	-6.0	17.35612	1.507237e-08
-6.0	-10.0	-6.0	17.35612	1.508540e-08
-6.0	-10.0	6.0	17.35612	1.507237e-08
6.0	-10.0	-6.0	17.35612	1.503349e-08
6.0	10.0	6.0	17.35612	1.508540e-08
6.0	-10.0	6.0	17.35612	1.497077e-08
-6.0	10.0	6.0	17.35612	1.503349e-08
-6.0	10.0	-6.0	17.35612	1.497077e-08
